source_row,source_rows,source_page,generic_name,strength,dosage_form,route,base_uom,canonical_key,matched_product_id,import_status,notes
"321","321","22","Cefuroxime Axetil","250 mg","Tablet","","Tablet","cefuroximeaxetil|250mg|tablet","6238a4a3-4e11-4ff9-b3eb-e4ce055581c2","EXISTING_MATCH","Explicit tablet dosage form."
"322","322","22","Celecoxib","100 mg","Capsule","","Capsule","celecoxib|100mg|capsule","c0b089ee-9d5c-43f6-a174-855f6888e1b4","EXISTING_MATCH","Explicit capsule dosage form."
"323","323","22","Cephalexin","500 mg","Capsule","","Capsule","cephalexin|500mg|capsule","bee13be6-370a-4b88-b2f5-b118aa949421","EXISTING_MATCH","Explicit capsule dosage form."
"324","324","22","Cephalexin","125 mg/5 mL","Oral Suspension","","Piece","cephalexin|125mg5ml|oralsuspension","41437ac8-d963-47a9-9af7-20b2d45dd6c4","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"325","325","22","Ascorbic Acid","500 mg","Chewable Tablet","","Piece","ascorbicacid|500mg|chewabletablet","b7f75207-cafb-4bca-8f2a-7e14e6dc8056","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"326","326,327,328","22","Chlorpheniramine Maleate","2 mg/5 mL","Oral Solution","","Piece","chlorpheniraminemaleate|2mg5ml|oralsolution","72177e2e-6bb7-4f85-93ee-f5011834e40b","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"329","329","22","Chlorpheniramine Maleate","4 mg","Tablet","","Tablet","chlorpheniraminemaleate|4mg|tablet","a3841974-2df8-401e-baf0-b57e87d6e237","EXISTING_MATCH","Explicit tablet dosage form."
"330","330","23","Cholecalciferol","1000 IU","Tablet","","Tablet","cholecalciferol|1000iu|tablet","30d0c3d6-6d17-4029-95f5-57eb88cfa64f","EXISTING_MATCH","Explicit tablet dosage form."
"331","331","23","Ciprofloxacin","0.30 %","Eye/ear Drop","","Drops","ciprofloxacin|030|eyeeardrop","6bd43437-7f7a-4b44-9ee2-7c894ee78b3e","EXISTING_MATCH","Explicit drops dosage form."
"333","333","23","Clarithromycin","500 mg","Tablet","","Tablet","clarithromycin|500mg|tablet","56156ed3-22c6-41ef-a1f1-a12e86872b1a","EXISTING_MATCH","Explicit tablet dosage form."
"334","334","23","Clindamycin Hydrochloride","300 mg","Capsule","","Capsule","clindamycinhydrochloride|300mg|capsule","5f450610-7ecf-4571-b2e9-59ad9cfc10db","EXISTING_MATCH","Explicit capsule dosage form."
"335","335","23","Clonazepam","2 mg","Tablet","","Tablet","clonazepam|2mg|tablet","1b429cc9-f8c1-4001-a99d-36dae9ec98b5","EXISTING_MATCH","Explicit tablet dosage form."
"336","336","23","Clonazepam","0.5 mg","Tablet","","Tablet","clonazepam|05mg|tablet","ad9a0d67-2845-48d5-99aa-ad7023d778ad","EXISTING_MATCH","Explicit tablet dosage form."
"337","337","23","Clotrimazole","100 mg","Vaginal Tablet","","Piece","clotrimazole|100mg|vaginaltablet","66de82c7-0eb8-47fd-a155-b20c6759fac4","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"338","338","23","Co-amoxiclav","1.2 g","Injection","","Piece","coamoxiclav|12g|injection","0efbc4c0-1336-45c8-8fe1-b4aa682e24c2","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"341","341","23","Cyclosporine","25 mg","Capsule","","Capsule","cyclosporine|25mg|capsule","16cca97c-f705-4adc-9f51-efb68ff63c0f","EXISTING_MATCH","Explicit capsule dosage form."
"342","342,343","23","Dapagliflozin","10 mg","Tablet","","Tablet","dapagliflozin|10mg|tablet","72cd6b64-5937-4409-b6d2-dd2e71ed3a7a","EXISTING_MATCH","Explicit tablet dosage form."
"344","344,345","24","Dapagliflozin","5 mg","Tablet","","Tablet","dapagliflozin|5mg|tablet","2f1dfae9-d037-4f93-95cd-9bf79ed480aa","EXISTING_MATCH","Explicit tablet dosage form."
"346","346","24","Darbepoetin Alfa","60 mcg/0.30 mL","Injection","","Piece","darbepoetinalfa|60mcg030ml|injection","09e6d800-b589-42e3-8e40-211103c91b71","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"347","347","24","Dexamethasone Sodium Phosphate","8 mg/2 mL","Injection","","Piece","dexamethasonesodiumphosphate|8mg2ml|injection","389dc175-68fd-45fe-a982-def070129645","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"348","348","24","Dienogest","2 mg","Tablet","","Tablet","dienogest|2mg|tablet","faa8741c-4f6a-4f77-8827-d157236b10d7","EXISTING_MATCH","Explicit tablet dosage form."
"349","349","24","Digoxin","250 mcg/mL","Injection","","Piece","digoxin|250mcgml|injection","1a14d136-0a8c-4879-940f-36c6761ac734","EXISTING_MATCH","Neutral base unit; commercial presentation is not unambiguous from the source."
"350","350","24","Dipyridamole","100 mg","Tablet","","Tablet","dipyridamole|100mg|tablet","a993a518-1d90-4b64-93b6-b0b1120bbebb","EXISTING_MATCH","Explicit tablet dosage form."
